company,modality,position,seniority,ab,agile,ai,algorithm,analytical skill,attention detail,automation,aws,azure,bachelor,big data,business intelligence,communication,computer science,creativity,curiosity,dashboard,data mining,decision making,deep learning,economics,engineering,etl,excel,kpi,leadership,looker,machine learning,master,mathematics,modeling,motivation,natural language,optimization,ph,power bi,prediction,presentation,proactive,problem solving,programming,python,qlik,quantitative,r,reporting,research,segmentation,sql,statistic,storytelling,tableau,team work,visualization
GfK,Hybrid,data scientist,junior,0.0,0.0,0.0,0.02410448502380336,0.0,0.0,0.0,0.029063153526824488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03779992338460568,0.0237213455866896,0.0,0.07290518117377992,0.0,0.0,0.058126307053648976,0.030076949593577408,0.0,0.0,0.0,0.0,0.0,0.019745593877261058,0.013560339248003999,0.0,0.0,0.020001002672184725,0.0,0.0,0.0,0.014117709666951882,0.0166311432575791,0.0,0.0,0.0,0.0
HP,Hybrid,data analyst,senior,0.0,0.0,0.0,0.0,0.0,0.0,0.014940477871300106,0.0,0.0,0.01293433967434613,0.0,0.0,0.008400766254664143,0.0,0.0,0.0,0.019870667861304706,0.0,0.0,0.0,0.0,0.0,0.0,0.01270417047255341,0.012592980499315497,0.0,0.0,0.0,0.0,0.0,0.012071683473541461,0.0,0.0,0.0,0.0,0.012484234460719097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030597828812877755,0.0,0.0,0.0,0.00826138392263496,0.0,0.0,0.0,0.0
Caixabank Business Intelligence,Hybrid,data analyst,unknown,0.0,0.0,0.0,0.02751329361618976,0.0,0.0,0.06866074462327292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02707597135774521,0.018569623733213754,0.0,0.0,0.0,0.0,0.0,0.021572756889913336,0.0,0.02239496882133957,0.027738429228625756,0.0,0.0,0.0,0.0,0.0286863928151552,0.0,0.0,0.0,0.0,0.0,0.015478015601538348,0.03815571739976227,0.0,0.02282950490726499,0.04687198826001152,0.0,0.03656676710436655,0.016114208242631833,0.0379661732799375,0.0,0.0,0.0,0.02131138958810462
Glovo,On-site,data analyst,senior,0.0,0.023021153787647484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023021153787647484,0.0,0.0,0.0,0.0,0.016530493042394467,0.0,0.0,0.0,0.0,0.013445978665270494,0.0,0.0,0.020952307992860356,0.0,0.023259782123360995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016319401959779715,0.022414785625060232,0.0,0.0,0.03306098608478893,0.0,0.0,0.0,0.011668050109739909,0.0,0.0,0.01621585215227277,0.026477433113726082,0.03086249822244839
INGEFOR,On-site,data analyst,senior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024274899524207957,0.0,0.0,0.0,0.028709194565690502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03638874443881491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03607451129857992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02947188377723439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaixaBank Tech,Hybrid,data scientist,junior,0.0,0.04513117263355669,0.025610047205702317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013700669048305173,0.0,0.0,0.0,0.0,0.0,0.0,0.02595346905223759,0.0,0.02635979021586019,0.027495131097237373,0.0,0.0,0.0,0.0,0.07655692896172835,0.0,0.01589495534487806,0.01968750648609717,0.029402598346921435,0.03055730702168169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015996455996884366,0.021971217622714416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026946705472770206,0.0,0.0,0.02595346905223759,0.030251757753504204
Gauss & Neumann,Hybrid,data scientist,unknown,0.0,0.0,0.0,0.023938423905807246,0.0,0.0,0.0,0.0,0.0,0.05171794414078025,0.0,0.0,0.0,0.0463830399396388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08078413491640901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058455406809648926,0.0,0.0,0.0,0.0,0.0896092285465115,0.0,0.0,0.0,0.0,0.0,0.039219124245053465,0.013466919077703475,0.0,0.0,0.019863211349884894,0.0,0.023373025573405006,0.0,0.014020449648804906,0.016516567640627325,0.0,0.0,0.0,0.018542348477016184
Autodesk,Unknown,data analyst,unknown,0.0,0.0,0.0,0.0,0.0,0.019635349191587388,0.0,0.0,0.0,0.0,0.0,0.0,0.012042894139221057,0.0,0.0,0.0,0.028485538375318326,0.0,0.0,0.0,0.0,0.011585133615826915,0.0,0.018212026794893282,0.0,0.0,0.0,0.0,0.016892035641881794,0.0,0.0,0.0,0.0,0.0,0.0,0.017896738161972143,0.0,0.018712904936488348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02924228593067602,0.05027836676487736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Autodesk,Remote,data analyst,unknown,0.0,0.0,0.0,0.0,0.0,0.019635349191587388,0.0,0.0,0.0,0.0,0.0,0.0,0.012042894139221057,0.0,0.0,0.0,0.028485538375318326,0.0,0.0,0.0,0.0,0.011585133615826915,0.0,0.018212026794893282,0.0,0.0,0.0,0.0,0.016892035641881794,0.0,0.0,0.0,0.0,0.0,0.0,0.017896738161972143,0.0,0.018712904936488348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02924228593067602,0.05027836676487736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLING,Hybrid,data analyst,senior,0.06177484184563591,0.02534967956586851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02534967956586851,0.0,0.0,0.0,0.0,0.01820250651013701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02307157576391274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017970064150694215,0.012340989473729096,0.0,0.0,0.01820250651013701,0.018686074772791435,0.0,0.0,0.01284824097735326,0.0,0.0,0.01785604056770521,0.0,0.016992077107817312
Grifols,On-site,data analyst,senior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02089851710473134,0.0,0.022356044039409512,0.0,0.018742754949991218,0.0,0.0,0.0,0.0,0.0,0.0,0.019038872710930778,0.0,0.0,0.020526623747841383,0.0,0.0,0.0,0.0,0.0,0.01574735602727623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053659522472534936,0.0,0.0,0.032958736970126426,0.0,0.0,0.01133094563867377,0.013348240232036988,0.0,0.01574735602727623,0.0,0.0
Randstad España,Hybrid,data scientist,senior,0.0,0.0,0.0,0.05481903092087103,0.034200880627559715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01923054980776184,0.02655430982695383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018499580454100516,0.0,0.0,0.028827124976344435,0.0,0.0,0.04298277201900364,0.0,0.02231049661692545,0.027633801877606883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015419633644936906,0.0,0.0,0.0,0.0,0.0,0.0,0.016053426613351497,0.01891148380864289,0.0,0.0,0.0,0.0
Accenture España,Unknown,data scientist,junior,0.0,0.0,0.0,0.032693773483343104,0.0,0.018699636169953977,0.020397220187680913,0.0,0.0,0.0,0.0,0.0,0.0,0.015836846728321297,0.01765837589617455,0.0,0.013564036944958753,0.02301650700128997,0.0,0.0,0.016087053894025916,0.0,0.0,0.03468828302048908,0.0,0.0,0.0,0.025634692705603094,0.016087053894025916,0.0266117189757525,0.0,0.0,0.0,0.019709696290530786,0.020397220187680913,0.017043877803873914,0.0,0.0,0.0,0.0,0.013390826912082257,0.009196186089305157,0.0,0.0,0.013564036944958753,0.0,0.0,0.0,0.0,0.022557413273728014,0.0,0.01330585948787625,0.0,0.037986168805982816
Scopely,Hybrid,data analyst,junior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024755900027942188,0.015455698874297794,0.0,0.0,0.0,0.018330579735929817,0.012571736171914611,0.0,0.0,0.0,0.021977231158378626,0.02174745710599621,0.0,0.018330579735929817,0.0,0.0,0.0,0.0,0.0,0.0,0.01942084381338319,0.0,0.020306516236486088,0.0,0.0,0.0,0.010478700667439016,0.0,0.018045478285306046,0.04636709662289338,0.0,0.0,0.0,0.02181881308486793,0.0,0.0,0.015161515582922865,0.0,0.014427926554017015
Leadtech Group,On-site,data analyst,junior,0.023928354019939268,0.0,0.0,0.0,0.04241059737223609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011923364109029848,0.0,0.0367158987101862,0.0,0.02820280922212203,0.0,0.0,0.0,0.016724376148497283,0.02294029404499946,0.0,0.018031265917360775,0.05362035574834147,0.0,0.0,0.0,0.0,0.013832998914545399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018527172664314747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016593111999342963,0.022586682468659962,0.0,0.011725536167533804,0.0,0.0,0.0,0.02632738017110324
Brainly,Remote,data analyst,senior,0.023055357698268657,0.0,0.0,0.0,0.0,0.0,0.0,0.01974296525867102,0.0,0.0,0.0,0.0,0.02297670991254243,0.0,0.0,0.0,0.0,0.0,0.018545812639728834,0.0,0.0,0.0,0.0,0.017373417541839267,0.051664083566144346,0.019319938584126145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03570246349225869,0.0,0.0,0.0,0.009211708785216191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026656638208282048,0.0,0.025366858355459553
MENU Technologies,Remote,data scientist,senior,0.0,0.024458613190310757,0.0,0.0,0.0,0.024212227314621502,0.0,0.0,0.0,0.0,0.0,0.024458613190310757,0.014850018076055948,0.0,0.0,0.0,0.0,0.0,0.0,0.02813070538403842,0.0,0.0,0.0,0.0,0.022260586996147955,0.0,0.0,0.06638343134459598,0.0,0.0,0.0,0.0,0.0,0.025520049831518093,0.0,0.02206835683643372,0.0,0.0,0.0,0.0,0.0,0.011907191455392077,0.0,0.0,0.0,0.018029240713886358,0.0,0.0,0.012396612565631735,0.0,0.0,0.017228383034238785,0.0,0.0
Leadtech Group,Remote,data analyst,junior,0.023928354019939268,0.0,0.0,0.0,0.04241059737223609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011923364109029848,0.0,0.0367158987101862,0.0,0.02820280922212203,0.0,0.0,0.0,0.016724376148497283,0.02294029404499946,0.0,0.018031265917360775,0.05362035574834147,0.0,0.0,0.0,0.0,0.013832998914545399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018527172664314747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016593111999342963,0.022586682468659962,0.0,0.011725536167533804,0.0,0.0,0.0,0.02632738017110324
Ankorstore,Unknown,data analyst,junior,0.0,0.0,0.0,0.0,0.0,0.02572473510796115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07287687924577642,0.02988799563960303,0.018659788577294084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012651018928967458,0.0,0.02178644992494788,0.0,0.0,0.0,0.0,0.013171013568599656,0.0,0.0,0.0,0.0,0.03483790170813824
Meta,Remote,data analyst,junior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020249638448241507,0.045157439939254904,0.0,0.017343531117391807,0.0,0.0,0.0,0.02056956353999712,0.05642923022001421,0.0,0.0,0.0,0.0,0.0,0.0,0.02056956353999712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022786850280771886,0.0,0.028565425211673157,0.017122057701532786,0.0,0.0,0.020249638448241507,0.0,0.0,0.0,0.0,0.012241933113463147,0.014421414532720387,0.0,0.017013414885853253,0.0,0.016190221819419762
Wallbox Chargers,On-site,data analyst,junior,0.0,0.0,0.0,0.0,0.025318524193266096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014236158005980768,0.0,0.0,0.0,0.016836676487745415,0.0,0.0,0.0,0.019968429985389065,0.013695029680463414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016516207711453675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021340393806928665,0.0,0.01662167550390799,0.011414979974990507,0.0,0.0,0.016836676487745415,0.01728396007440528,0.019811704320484954,0.0,0.02376833944839639,0.013999957064083612,0.0,0.016516207711453675,0.0,0.015717071984554475
Wetaca,Remote,data analyst,senior,0.0,0.018567043497772204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017356544630099592,0.0,0.0,0.0,0.03639619024781474,0.0,0.0,0.010844463880961113,0.0,0.017047681392858862,0.01689847596130899,0.018957706894375082,0.0,0.0,0.0,0.013078424958276547,0.0,0.0,0.0,0.019372802194476766,0.0,0.016752550037004675,0.0,0.0,0.03379695192261798,0.0,0.0,0.0,0.0,0.0,0.0,0.027372745458777215,0.0,0.0,0.009410527201202674,0.02217184369202824,0.0,0.013078424958276547,0.0,0.0
Unknown,Remote,data analyst,senior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04175115546570967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domestika,Remote,data analyst,senior,0.023831275200827392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14626776011070927,0.022495046894400017,0.014044194336325033,0.0,0.01916996346899232,0.0,0.0,0.011423611923300846,0.0,0.017958111951112576,0.0,0.019970142267450867,0.01976135252126411,0.0,0.0,0.0,0.0,0.02548456344313563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009521724624851595,0.0,0.0,0.014044194336325033,0.0,0.0,0.044990093788800034,0.009913095928046761,0.011677964938704223,0.0,0.013776877578398294,0.0,0.03933085253073917
Adevinta,Unknown,data analyst,senior,0.02593078022800129,0.0,0.0,0.0,0.0,0.0,0.0,0.022205272191899578,0.0,0.0,0.0,0.0,0.012921161816314355,0.0,0.0,0.0,0.01528146999040744,0.0,0.0,0.0,0.0,0.012430017600686547,0.0,0.0,0.01936917822121358,0.0,0.02150230253810203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01936917822121358,0.0,0.0,0.010360576450814618,0.025540433433638904,0.0,0.0,0.0,0.01798169402688675,0.0,0.010786427067920832,0.0,0.0,0.014990602966186284,0.0,0.014265283534066706
Genially,Remote,data analyst,senior,0.0,0.04526629489665638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01374168870943426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018975071601363636,0.0,0.0,0.0,0.0,0.011471392833052782,0.0,0.0,0.0,0.02603117346958345,0.030342331202671744
Domestika,Unknown,data analyst,senior,0.024437337505129747,0.0,0.0,0.017355995348988868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14998755164476713,0.02306712706389662,0.014401357631608859,0.0,0.019657482165977784,0.0,0.0,0.023428260363309045,0.0,0.018414811587128405,0.0,0.020478010618509016,0.020263911060169015,0.013608573130840426,0.0,0.0,0.017498015882656696,0.026132671155137132,0.0,0.02092639427643431,0.0,0.0,0.027733012653676198,0.0,0.0,0.0,0.014217455181404737,0.009763875257515585,0.0,0.0,0.014401357631608859,0.0,0.0,0.0,0.010165199674501493,0.011974951746194385,0.0,0.014127242638635004,0.0,0.04033109053370295
Jobandtalent,Remote,data analyst,junior,0.0,0.0,0.018255437632626912,0.013919809845509598,0.0,0.0,0.017368776750971426,0.0,0.0,0.015036577823022554,0.0,0.0,0.009766155732852663,0.0,0.0,0.0,0.011550139056752657,0.0,0.0,0.0,0.013698555248961589,0.05636961569375228,0.05879750789777033,0.0,0.029279474031029012,0.0,0.0,0.01091431211181131,0.013698555248961589,0.0,0.0,0.0,0.0,0.01678333182412936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031323190449647355,0.0,0.013485497177193481,0.0,0.011856980352152302,0.0,0.0,0.024458000304593355,0.0,0.0,0.0,0.037000473433562574,0.010782078465350661
Domestika,Remote,data analyst,senior,0.025838031283821613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1585845041739021,0.024389283430723097,0.01522681138797969,0.0,0.020784205278462996,0.0,0.0,0.024771116086833415,0.0,0.019470307588706288,0.0,0.021651764595075017,0.021425393326720592,0.014388586244676586,0.0,0.0,0.018500963195601232,0.02763053768416949,0.0,0.0,0.0,0.0,0.029322607194416685,0.0,0.0,0.0,0.06012947223507553,0.010323518849058841,0.0,0.0,0.01522681138797969,0.0,0.0,0.024389283430723097,0.010747846288120753,0.012661329319344848,0.0,0.014936984733896107,0.0,0.04264277885026189
Wallbox Chargers,On-site,data analyst,junior,0.0,0.0,0.0,0.0,0.025554962303733223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014369102970448359,0.0,0.0,0.0,0.016993906504191934,0.0,0.0,0.0,0.02015490601450913,0.013822921295145332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016670445016660325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02153968197830149,0.0,0.01677689772456124,0.011521579248933368,0.0,0.0,0.016993906504191934,0.017445367067569148,0.01999671676034568,0.0,0.023990301092970238,0.01413069625605173,0.0,0.016670445016660325,0.0,0.01586384652693054
ALOHAS,Remote,data analyst,senior,0.0,0.0,0.0,0.0,0.019986981983493645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022476652383663365,0.01551832883705789,0.017303222578719777,0.0,0.05316492336658083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01684656116935859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01931328588083255,0.0,0.016701083552583176,0.0,0.03492544686382103,0.01684656116935859,0.0,0.0,0.0,0.0,0.0,0.0,0.013644326026808522,0.0,0.0,0.0,0.011051864140009629,0.027499374561978276,0.0,0.0,0.02481478242496561
Wallbox Chargers,Hybrid,data analyst,junior,0.0,0.017237244564259926,0.0,0.0,0.0,0.0,0.018612666024554553,0.0,0.0,0.0,0.0,0.0,0.010465572654056303,0.0,0.0,0.0,0.0123773184423294,0.0,0.0,0.0,0.0,0.020135534890822978,0.02100279125905436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045116270332712566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015688182286172837,0.0,0.012219262566853809,0.00839161115117384,0.0,0.0,0.0,0.012706134606858422,0.0,0.0,0.03494612566943449,0.0,0.0,0.04856691579317581,0.0,0.0
"Fundación ""la Caixa""",On-site,data analyst,senior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024173833726363836,0.0,0.0,0.0,0.0,0.017358182561469846,0.0,0.0,0.0,0.020586940267255032,0.014119225106644847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017027787454800686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10691592295250832,0.0,0.0,0.012252274836680005,0.014433597435217129,0.0,0.0,0.0,0.0
Jobandtalent,Remote,data analyst,unknown,0.0,0.0,0.0,0.0,0.0,0.018673939262197566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01354539734133164,0.0,0.0,0.0,0.01606494717835348,0.011017888165649956,0.0,0.01732030731366167,0.017168715794102077,0.0,0.0,0.0,0.01606494717835348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009183548755428718,0.0,0.0,0.0,0.013905244720354076,0.0,0.0,0.00956102002097947,0.0,0.0,0.0,0.0,0.012644656160499207
HP,Hybrid,data scientist,unknown,0.0,0.02117741382149277,0.0,0.0,0.0,0.0,0.0457344709885369,0.0,0.0,0.019796728983100097,0.0,0.0,0.012857841759313952,0.017754620496859597,0.0,0.0,0.015206583260823973,0.0,0.0,0.0,0.01803512667014573,0.0,0.0,0.01944444216963528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019107817824710775,0.0,0.019979214941933776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01264450931856423,0.0,0.0,0.0,0.0
Glovo,On-site,data analyst,unknown,0.0,0.0,0.0,0.0,0.02649342694436707,0.0,0.02649342694436707,0.0,0.0,0.02293601223386428,0.0,0.0,0.0,0.0,0.0,0.0,0.03523596044611982,0.0,0.0,0.0,0.020895062325643744,0.014330545713118488,0.0,0.02252786123728521,0.02233069194602823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02233069194602823,0.0,0.0,0.0,0.0,0.0,0.0,0.018086019945127887,0.0,0.0,0.012435653041192832,0.0,0.0,0.0,0.0,0.016446420621660917
Veeva Systems,Remote,data analyst,junior,0.0,0.0,0.0,0.0,0.0,0.04497826787724774,0.0,0.0,0.0,0.0,0.0,0.0,0.013793198005444568,0.0,0.0,0.0,0.016312800999505793,0.0,0.0,0.0,0.0,0.0,0.0,0.020858947090161253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02067638453924643,0.0,0.0,0.0,0.0,0.019046197690783813,0.0,0.0,0.0,0.0,0.011514392160252108,0.0,0.0337509618322825,0.016002303652953624,0.0,0.015228033143331939
Glovo,On-site,data analyst,unknown,0.0,0.0,0.0,0.0,0.027332765834512364,0.025057962404731057,0.0,0.0,0.0,0.0,0.0,0.0,0.015368730427979779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014784552073235016,0.0,0.023241566945797574,0.023038151129527357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023038151129527357,0.0,0.017944030262490605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012829627261430353,0.0,0.0,0.0,0.0,0.0
Glovo,On-site,data analyst,senior,0.0,0.0,0.0,0.0,0.0,0.01795408466826878,0.0,0.0,0.0,0.016954339274977175,0.0,0.0,0.02202345768510296,0.01520543418355587,0.0,0.0,0.013023240962549414,0.0,0.03555277683024204,0.0,0.01544566562960327,0.021186327556718926,0.0,0.0,0.01650688548809584,0.01851839760809377,0.018324785991080842,0.0,0.03089133125920654,0.0,0.0,0.0,0.0,0.0,0.0,0.01636434112328146,0.0,0.0,0.01650688548809584,0.0,0.0,0.017659071243090043,0.0,0.0,0.0,0.013369216721595719,0.0,0.0,0.018384911781219676,0.010829026408128228,0.026944907172774292,0.01277535699936592,0.0,0.02431444422295212
Glovo,On-site,data analyst,senior,0.0,0.02128119139406945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012920850189786347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02172896233373255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP,Hybrid,data analyst,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225159538863578,0.0,0.0,0.014623959967221965,0.0,0.0,0.0,0.017295318219593864,0.0,0.0,0.0,0.0,0.014068090963367755,0.0,0.0,0.0,0.0,0.0,0.0,0.02051238266616067,0.0,0.0,0.0,0.0,0.0,0.0,0.0217324157630985,0.0,0.022723505620662724,0.0,0.0569720336383487,0.0,0.0,0.0,0.0,0.0,0.01775478609446301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP,Hybrid,data analyst,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02267578960881001,0.0,0.0,0.014727772189358791,0.0,0.0,0.0,0.017418093816693687,0.0,0.0,0.0,0.0,0.014167957195729143,0.0,0.0,0.0,0.0,0.0,0.0,0.020657995484485388,0.0,0.0,0.0,0.0,0.0,0.0,0.021886689323599582,0.0,0.0228848147064717,0.0,0.057376465367162746,0.0,0.0,0.0,0.0,0.0,0.01788082335127727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glovo,On-site,data analyst,unknown,0.0,0.0,0.0,0.0,0.0,0.024378139776567432,0.0,0.0,0.0,0.023020680825640464,0.0,0.0,0.0,0.0,0.0,0.0,0.03536603445900552,0.0,0.0,0.0,0.020972196723905694,0.0,0.0,0.022611023134272427,0.0,0.0,0.024881479759075287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022219578587586827,0.0,0.0,0.022413125989975347,0.0,0.0,0.011988784586976161,0.0,0.0,0.01768301722950276,0.0,0.0,0.0,0.012481559418468846,0.0,0.0,0.01734643922987147,0.0,0.016507132800377793
Schneider Electric,On-site,data analyst,unknown,0.0,0.022504616421291427,0.1277042574486451,0.0,0.0,0.0,0.024300340341442937,0.0,0.025883345445723484,0.0,0.0,0.0,0.0,0.0,0.021037403146402057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010955926825182066,0.0,0.0,0.032319179881724766,0.0,0.0,0.0,0.0,0.0,0.0,0.031704017617664663,0.0,0.0
Agilent Technologies,Unknown,data analyst,senior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022285458234910866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027915653350543603,0.0
Brainnest,On-site,data analyst,unknown,0.0,0.0,0.0,0.0,0.0,0.024400347329333733,0.0,0.0,0.0,0.0,0.0,0.0,0.014965397201761476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02661545137075985,0.0,0.0,0.0,0.022433543490352408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016522170166889127
